rank_tier,cwid,name,primary_title,primary_department,confirmed_pubs,active_pi_grants,max_pub_impact
E_tail,"rpm4002","Robert McInnis","Assistant Professor of Clinical Neurology","Neurology",7,0,52.0
E_tail,"chr2019","Christopher Joseph Reisig","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",7,0,57.0
E_tail,"kis2007","Kimberly Scherer","Assistant Professor of Clinical Radiology","Radiology",7,0,42.0
E_tail,"akr7003","Amanda Ramsdell","Assistant Professor of Clinical Medicine","Medicine",7,0,47.0
E_tail,"yoa4003","Yotam Arens","Assistant Professor of Clinical Medicine","Medicine",7,0,37.0
E_tail,"lor2003","Lori A Rubin","Associate Professor of Clinical Anesthesiology","Anesthesiology",7,0,26.0
E_tail,"eha4001","Ehab Abdelmalek","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",7,0,
E_tail,"lua4007","Luay Alshara","Associate Professor of Urology (Pending Appointment at Rank)","Urology",7,0,
E_tail,"dac9040","Daniel John Crossman","Assistant Professor of Medicine","Medicine",7,0,
E_tail,"yaa9028","Yahya Burak Atalay","Assistant Professor of Clinical Neurology","Neurology",7,0,56.0
E_tail,"jal2032","Jennifer A. Langsdorf","Assistant Professor of Clinical Neurology","Neurology",7,0,
E_tail,"zuw4001","Zurong Wan","Instructor of Immunology in Pediatrics","Pediatrics",7,0,65.0
E_tail,"rym4009","Ryo Miyakawa","Assistant Professor of Clinical Pediatrics","Pediatrics",7,0,59.0
C_active_PI,"arz2002","Aryeh Reuven Zolin","Instructor in Neurology","Neurology",6,2,65.0
C_active_PI,"jdr9007","Jaclyn Rosenzweig","Assistant Professor of Pediatrics","Pediatrics",6,1,41.0
C_active_PI,"dtw4001","Devin Worster","Assistant Professor of Medicine","Medicine",6,1,44.0
C_active_PI,"alh9128","Alexandra Huttle","Assistant Professor of Clinical Pediatrics","Pediatrics",6,1,38.0
E_tail,"gip4011","Gina Pontrelli","Associate Professor of Physician Assistant Studies Teaching in Medicine (Pending Appointment at Rank)","Medicine",6,0,44.0
E_tail,"jos9223","Joseph K. Shin","Assistant Professor of Medicine","Medicine",6,0,40.0
E_tail,"nim9090","Nikhil Menon","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"dyb4002","Daniel Y. Bigman","Assistant Professor of Clinical Psychiatry","Psychiatry",6,0,
E_tail,"cab4033","Carly Barron","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"faa2021","Farah Alsayyed","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",6,0,
E_tail,"ald4022","Alison Dempsey","Assistant Professor of Clinical Dermatology","Dermatology",6,0,
E_tail,"reb9045","Reema Bhatt","Assistant Professor","Medicine",6,0,62.0
E_tail,"dah2020","Deborah Annelle Haisch","Assistant Professor of Clinical Medicine","Medicine",6,0,33.0
E_tail,"fax9002","Anita Ganti","Assistant Professor of Medicine","Medicine",6,0,40.0
E_tail,"hcb9001","Hans Burkholder","Assistant Professor of Clinical Surgery","Surgery",6,0,
E_tail,"kch4015","Koeun Choi","Instructor in Medicine","Medicine",6,0,
E_tail,"sjt9003","Stephanie J. Tang","Assistant Professor of Medicine","Medicine",6,0,40.0
E_tail,"iqn9002","Jacob Mandel","Assistant Professor of Clinical Radiology","Radiology",6,0,62.0
E_tail,"ams2041","Amir Soumekh","Assistant Professor of Medicine","Medicine",6,0,48.0
E_tail,"sbm7004","Sharon Madanes","Assistant Professor of Clinical Psychiatry","Psychiatry",6,0,
E_tail,"fqp9005","Adriana Perez","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,53.0
E_tail,"sem4017","Sean Mendez - Cardiology Brooklyn Methodist","Assistant Professor of Clinical Medicine","Medicine",6,0,
E_tail,"jus9156","Julie Solomon","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",6,0,
E_tail,"jod2017","Jonathan Drover","Assistant Professor of Research in Neuroscience","Brain and Mind Research",6,0,
E_tail,"mas9310","Mary So","Assistant Professor of Clinical Anesthesiology","Anesthesiology",6,0,
E_tail,"lak4008","Lan Kang","Instructor of Microbiology and Immunology in Medicine","Medicine",6,0,76.0
E_tail,"jik4002","Ji-Sun Kim","Instructor of Human Genetics in Neuroscience","Brain and Mind Research",6,0,
E_tail,"nim9093","Nima Maghami","Assistant Professor","Surgery",6,0,42.0
E_tail,"jkm9001","Jaideep K. Malhotra","Assistant Professor of Clinical Anesthesiology","Anesthesiology",6,0,
E_tail,"mic2039","Michelle Chi","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",6,0,50.0
E_tail,"aag9014","Alyson Gorun","Assistant Professor of Clinical Psychiatry","Psychiatry",6,0,
E_tail,"mcw9011","Maria Walline","Assistant Professor of Clinical Anesthesiology","Anesthesiology",6,0,60.0
E_tail,"wej9001","Wenhui Jin","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",6,0,
E_tail,"nas4037","Nakul Sheth","Assistant Professor of Clinical Radiology","Radiology",6,0,
E_tail,"bec9078","Blake Christianson","Assistant Professor of Clinical Radiology","Radiology",6,0,41.0
E_tail,"cyl9013","Cynthia Lien","Assistant Professor of Clinical Medicine","Medicine",6,0,
E_tail,"tes9045","Theresa Scott","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,60.0
E_tail,"brm4007","Brice Martin","Instructor of Pharmacology in Neurological Surgery","Neurological Surgery",6,0,52.0
E_tail,"mie2005","Michael Espiritu","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"kre4003","Kristina Ericksen","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"alf9065","Alexander Fortenko","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",6,0,65.0
E_tail,"mrl4003","Michael Lor","Assistant Professor of Clinical Dermatology","Dermatology",6,0,15.0
E_tail,"lae2014","Lauren Elreda","Assistant Professor of Clinical Medicine","Medicine",6,0,42.0
E_tail,"bhx9002","Kristen Ng","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",6,0,
E_tail,"mjm9042","Michael Mintz","Assistant Professor of Medicine","Medicine",6,0,40.0
E_tail,"elh4011","Elena Hill","Assistant Professor of Family Medicine in Clinical Medicine","Medicine",6,0,
E_tail,"djp2004","David J. Phillips","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",6,0,
E_tail,"sam9048","Sabiha Merchant","Assistant Professor of Pediatrics","Pediatrics",6,0,
E_tail,"jut4006","Julia Tartaglia","Assistant Professor of Clinical Psychiatry","Psychiatry",6,0,38.0
E_tail,"qto9001","Matthew Agee","Assistant Professor of Clinical Radiology","Radiology",6,0,30.0
E_tail,"krs9035","Sushma Krishna","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"jik9019","Ji Won Kim","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",6,0,58.0
E_tail,"bjh4001","Barrie Huberman","Assistant Professor of Medical Ethics in Clinical Medicine","Medicine",6,0,37.0
E_tail,"maa4016","Mohd Anees Ahmed","Instructor of Microbiology and Immunology in Medicine","Medicine",6,0,76.0
E_tail,"keg2007","Kelly Griffin","Associate Professor of Clinical Medicine","Medicine",6,0,66.0
E_tail,"qhm9001","Kenny Castro Ochoa","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,34.0
E_tail,"jes9193","Jessica Simberlund","Assistant Professor of Clinical Psychiatry","Psychiatry",6,0,40.0
E_tail,"sch4031","Sadakat Chowdhury","Instructor in Clinical Emergency Medicine","Emergency Medicine",6,0,
E_tail,"dil9070","Diane Liu","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,40.0
E_tail,"sac7008","Sara Cohen","Assistant Professor of Clinical Radiology","Radiology",6,0,38.0
E_tail,"gog9004","Pooja Murthy","Assistant Professor of Clinical Medicine","Medicine",6,0,
E_tail,"abt4002","Andrea Temkin-Yu","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",6,0,47.0
E_tail,"keh4018","Keerthana Haridas","Assistant Professor of Clinical Medicine","Medicine",6,0,40.0
E_tail,"lel9053","Leroy Lindsay","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",6,0,38.0
E_tail,"rhm7001","Rebecca Martinez","Assistant Professor of Clinical Anesthesiology","Anesthesiology",6,0,34.0
E_tail,"ymv9001","Yaffa M. Vitberg","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",6,0,
E_tail,"lwg9001","Lindsey Wallace Goldman","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",6,0,
E_tail,"arb4003","Arka Banerjee","Instructor in Microbiology and Immunology","Microbiology and Immunology",6,0,56.0
E_tail,"stc4023","Sean Chen","Assistant Professor of Medicine","Medicine",6,0,
E_tail,"pjh9010","Peter Halibozek","Assistant Professor of Clinical Anesthesiology","Anesthesiology",6,0,
E_tail,"mam9706","Maria Mitry","Assistant Professor of Clinical Radiology","Radiology",6,0,57.0
E_tail,"mtt9003","Maria Theresa Thanjan","Assistant Professor of Clinical Pediatrics","Pediatrics",6,0,
E_tail,"rez9004","Reza Zarnegar","Assistant Professor of Clinical Neurology","Neurology",6,0,35.0
E_tail,"brh9040","Bradley Hayward","Assistant Professor of Clinical Medicine","Medicine",6,0,55.0
E_tail,"prd2009","Prabhav Pravin Deo","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",6,0,40.0
E_tail,"gwj9003","Anyanate Gwendolyne Jack","Assistant Professor of Clinical Medicine","Medicine",6,0,52.0
E_tail,"evk9019","Eva Kerby","Assistant Professor of Clinical Dermatology","Dermatology",6,0,
E_tail,"smp9009","Shai M. Pri-Paz","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",6,0,
C_active_PI,"kivanova","Koianka J Ivanova-Trencheva","Assistant Professor of Population Health Sciences Research in Surgery","Surgery",5,2,
C_active_PI,"dcc2005","Daniel Charles Cook","Assistant Professor of Anesthesiology","Anesthesiology",5,1,45.0
C_active_PI,"jad2033","Jason Gardiner Dumelie","Assistant Professor of Research in Pharmacology","Pharmacology",5,1,68.0
E_tail,"lfg9003","Laura Frances Gingras","Assistant Professor of Clinical Medicine","Medicine",5,0,55.0
E_tail,"vas9062","Varuna Sundaram","Assistant Professor of Clinical Surgery","Surgery",5,0,
E_tail,"kig2001","Kirana Gudi","Assistant Professor of Medicine","Medicine",5,0,
E_tail,"jhs2001","Jacques H Scharoun - Pediatric Anesthesiology","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,
E_tail,"ala4026","Alisha Akinsete","Assistant Professor of Pediatrics","Pediatrics",5,0,36.0
E_tail,"miz9019","Ming Zhong","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"srk9004","Shreyajit R. Kumar","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,
E_tail,"mfe4001","Muhamad Akram Festok","Instructor in Ophthalmology","Ophthalmology",5,0,
E_tail,"eaf2004","E.B. Fouts-Palmer","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,
E_tail,"krd4004","Kristen de Vries","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",5,0,34.0
E_tail,"dae2013","Daniel Jacob Eden","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,44.0
E_tail,"dan9013","Danielle Nicolo","Assistant Professor of Medicine","Medicine",5,0,
E_tail,"jeb9230","Joe Eugene Lloyd Bryant-Huppert - Obstetrics Anesthesiology","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,50.0
E_tail,"evm9042","Jenny Makovkina","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,42.0
E_tail,"ltb7002","Lauren Brown","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",5,0,
E_tail,"par2015","Paula Roy-Burman","Assistant Professor of Medicine","Medicine",5,0,37.0
E_tail,"elg9128","Elliott Gordon","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,
E_tail,"bbr9001","Beth B. Rabinovitz","Assistant Professor of Neuropsychology in Clinical Psychiatry","Psychiatry",5,0,63.0
E_tail,"srb9031","Sabina Bera","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,
E_tail,"alp7016","Allison Piazza","Assistant Librarian","Library",5,0,
E_tail,"chl9247","Christie Lech","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",5,0,42.0
E_tail,"suy9028","Su Yuan","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"sll2001","Saaron Laighold","Assistant Professor of Medicine","Medicine",5,0,
E_tail,"roi4004","Rowaa Ibrahim","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,
E_tail,"dkk9001","Dinesh Kannabhiran","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"sac2017","Salvatore A. Cilmi","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"mav2019","Mary Vernov","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,
E_tail,"jid9032","Abhinav Bhalla","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"pmc9010","Peyton Cramer","Assistant Professor of Clinical Radiology","Radiology",5,0,53.0
E_tail,"dmm9030","Daniel McDonald","Assistant Professor of Medicine","Medicine",5,0,
E_tail,"nib9160","Nikhita Balabbigari","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"jub9113","Juste Buneviciute","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,
E_tail,"amm9032","Adrian M. Majid","Associate Professor of Medicine (Pending Appointment at Rank)","Medicine",5,0,
E_tail,"szn3001","Szilvia Nagy","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",5,0,36.0
E_tail,"cah4023","Catherine Hennessey","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",5,0,44.0
E_tail,"anc9101","Andrea Card","Assistant Professor of Clinical Medicine","Medicine",5,0,57.0
E_tail,"str7017","Stephanie Rohrig","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",5,0,
E_tail,"mic9102","Michelle Cohen","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"vir9022","Vivian Rusinek Sobel","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"mps9008","Mark Sullivan","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,55.0
E_tail,"lkb9003","Lauren K. Blatt","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,60.0
E_tail,"nas9166","Nicolas Salvatierra","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,65.0
E_tail,"djh2008","Daniel Hagler","Assistant Professor of Clinical Surgery","Surgery",5,0,40.0
E_tail,"daj9103","Dara Jones","Assistant Professor of Clinical Rehabilitation Medicine","Rehabilitation Medicine",5,0,13.0
E_tail,"mie2008","Miriam B Samstein","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,
E_tail,"mas4112","Mark Shapses","Assistant Professor of Clinical Medicine","Medicine",5,0,40.0
E_tail,"krekuns","Susan Krekun","Assistant Professor of Medicine","Medicine",5,0,
E_tail,"jfc7003","Joshua Craft","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"dbm9003","Danielle Haussner","Instructor in Clinical Emergency Medicine","Emergency Medicine",5,0,60.0
E_tail,"keb9155","Kevin Bachrach","Assistant Professor of Clinical Medicine","Medicine",5,0,62.0
E_tail,"lcs9005","Lee Seligman","Assistant Professor of Clinical Medicine","Medicine",5,0,55.0
E_tail,"amc9124","Arron Cole","Assistant Professor of Otolaryngology","Otolaryngology Head and Neck Surgery",5,0,37.0
E_tail,"ams9191","Alexander Stephan","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",5,0,58.0
E_tail,"sub4013","Susan Beker","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,
E_tail,"jma7006","Jeffrey Abrams","Instructor in Medicine","Medicine",5,0,46.0
E_tail,"mik9096","Miroslav Kopp","Assistant Professor of Clinical Surgery","Surgery",5,0,40.0
E_tail,"hnm9004","Roshan Patel","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,20.0
E_tail,"keh2003","Kenneth Hung","Assistant Professor of Clinical Psychiatry","Psychiatry",5,0,
E_tail,"jdk7001","David Jeffrey Kopman","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,26.0
E_tail,"chm7074","Charlene Minaya","Instructor of Psychology in Psychiatry","Psychiatry",5,0,
E_tail,"cjy2001","Cecilia J. Yoon","Assistant Professor of Clinical Medicine","Medicine",5,0,34.0
E_tail,"sxm4001","Shawn Ma","Assistant Professor of Clinical Radiology","Radiology",5,0,
E_tail,"nen2006","Neha Nagpal","Assistant Professor of Clinical Medicine","Medicine",5,0,
E_tail,"dac9241","David Chu","Assistant Professor of Clinical Emergency Medicine","Emergency Medicine",5,0,
E_tail,"dam2034","Danielle McCullough","Assistant Professor of Clinical Anesthesiology","Anesthesiology",5,0,48.0
E_tail,"lig4019","Lisa Goto","Assistant Professor of Clinical Pediatrics","Pediatrics",5,0,
E_tail,"gqf9002","Ignacio Arturo Zepeda","Assistant Professor of Clinical Medicine","Medicine",5,0,40.0
E_tail,"wjv9002","Jennifer Monique McLeod","Assistant Professor of Clinical Medicine","Medicine",4,0,
E_tail,"eul4004","Eung-Mi Lee","Assistant Professor of Clinical Obstetrics and Gynecology","Obstetrics and Gynecology",4,0,
E_tail,"wif4004","Wilfred Farquharson","Assistant Professor of Psychology in Clinical Psychiatry","Psychiatry",4,0,57.0
E_tail,"mer9048","Melissa Rose","Assistant Professor of Clinical Pediatrics","Pediatrics",4,0,42.0
E_tail,"chl9083","Christine Lennon","Assistant Professor of Clinical Anesthesiology","Anesthesiology",4,0,
E_tail,"suy9023","Andrea Yoo","Assistant Professor of Clinical Neurology","Neurology",4,0,42.0
E_tail,"jom4053","John Mascari","Assistant Professor of Clinical Pediatrics","Pediatrics",4,0,
E_tail,"ztn9001","Ziyad Tariq Saleh Nasrawi","Assistant Professor of Clinical Surgery","Surgery",4,0,
E_tail,"alw3005","Alfred Clinton Winkler","Assistant Professor of Clinical Urology","Urology",4,0,34.0
E_tail,"dtv4003","Dan Vu","Assistant Professor of Clinical Anesthesiology","Anesthesiology",4,0,
E_tail,"jas9130","James E. Satterfield","Assistant Professor of Clinical Surgery","Surgery",4,0,
E_tail,"jow4023","Joyce Wahba","Instructor in Clinical Emergency Medicine","Emergency Medicine",4,0,
